n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
26,2025-03-13 23:23:58,31.089,0.612,21.433,-1,-1,-1,-1,-1,Before Launch
27,2025-03-13 23:23:59,32.17,0.713,21.431,-1,-1,-1,-1,-1,Before Launch
28,2025-03-13 23:24:01,33.251,0.316,21.433,-1,-1,-1,-1,-1,Before Launch
29,2025-03-13 23:24:02,34.332,-0.531,21.391,-1,-1,-1,-1,-1,Before Launch
30,2025-03-13 23:24:03,35.813,0.635,21.393,-1,-1,-1,-1,-1,Before Launch
31,2025-03-13 23:24:04,36.894,0.7,21.398,-1,-1,-1,-1,-1,Before Launch
32,2025-03-13 23:24:05,37.974,0.542,21.416,-1,-1,-1,-1,-1,Before Launch
33,2025-03-13 23:24:06,39.055,-0.592,21.388,-1,-1,-1,-1,-1,Before Launch
34,2025-03-13 23:24:07,40.136,-0.905,21.376,-1,-1,-1,-1,-1,Before Launch
35,2025-03-13 23:24:09,41.617,-0.203,21.378,-1,-1,-1,-1,-1,Before Launch
36,2025-03-13 23:24:10,42.698,0.561,21.383,-1,-1,-1,-1,-1,Before Launch
37,2025-03-13 23:24:11,43.779,0.427,21.381,-1,-1,-1,-1,-1,Before Launch
38,2025-03-13 23:24:12,44.86,0.746,21.378,-1,-1,-1,-1,-1,Before Launch
39,2025-03-13 23:24:13,45.941,0.538,21.381,-1,-1,-1,-1,-1,Before Launch
40,2025-03-13 23:24:15,47.422,0.589,21.381,-1,-1,-1,-1,-1,Before Launch
41,2025-03-13 23:24:16,48.503,0.63,21.378,-1,-1,-1,-1,-1,Before Launch
42,2025-03-13 23:24:17,49.584,0.802,21.381,-1,-1,-1,-1,-1,Before Launch
43,2025-03-13 23:24:18,50.665,0.724,21.381,-1,-1,-1,-1,-1,Before Launch
44,2025-03-13 23:24:19,51.747,0.741,21.381,-1,-1,-1,-1,-1,Before Launch
45,2025-03-13 23:24:21,53.228,0.622,21.378,-1,-1,-1,-1,-1,Before Launch
46,2025-03-13 23:24:22,54.309,0.52,21.386,-1,-1,-1,-1,-1,Before Launch
47,2025-03-13 23:24:23,55.39,0.831,21.378,-1,-1,-1,-1,-1,Before Launch
48,2025-03-13 23:24:24,56.471,0.599,21.383,-1,-1,-1,-1,-1,Before Launch
49,2025-03-13 23:24:25,57.552,0.761,21.386,-1,-1,-1,-1,-1,Before Launch
50,2025-03-13 23:24:26,59.034,0.649,21.386,-1,-1,-1,-1,-1,Before Launch
51,2025-03-13 23:24:27,60.115,0.46,21.391,-1,-1,-1,-1,-1,Before Launch
52,2025-03-13 23:24:29,61.196,0.64,21.396,-1,-1,-1,-1,-1,Before Launch
53,2025-03-13 23:24:30,62.277,0.556,21.398,-1,-1,-1,-1,-1,Before Launch
54,2025-03-13 23:24:31,63.358,0.487,21.388,-1,-1,-1,-1,-1,Before Launch
55,2025-03-13 23:24:32,64.839,-0.397,21.388,-1,-1,-1,-1,-1,Before Launch
56,2025-03-13 23:24:33,65.921,-0.277,21.393,-1,-1,-1,-1,-1,Before Launch
57,2025-03-13 23:24:34,67.002,-0.161,21.383,-1,-1,-1,-1,-1,Before Launch
58,2025-03-13 23:24:35,68.083,-0.142,21.386,-1,-1,-1,-1,-1,Before Launch
59,2025-03-13 23:24:36,69.164,-0.309,21.378,-1,-1,-1,-1,-1,Before Launch
60,2025-03-13 23:24:38,70.645,-0.618,21.383,-1,-1,-1,-1,-1,Before Launch
61,2025-03-13 23:24:39,71.726,-0.434,21.393,-1,-1,-1,-1,-1,Before Launch
62,2025-03-13 23:24:40,72.807,-0.527,21.388,-1,-1,-1,-1,-1,Before Launch
63,2025-03-13 23:24:41,73.888,-0.396,21.386,-1,-1,-1,-1,-1,Before Launch
64,2025-03-13 23:24:42,74.97,-0.272,21.388,-1,-1,-1,-1,-1,Before Launch
65,2025-03-13 23:24:44,76.451,-0.476,21.391,-1,-1,-1,-1,-1,Before Launch
66,2025-03-13 23:24:45,77.532,-0.485,21.388,-1,-1,-1,-1,-1,Before Launch
67,2025-03-13 23:24:46,78.613,-0.378,21.393,-1,-1,-1,-1,-1,Before Launch
68,2025-03-13 23:24:47,79.694,-0.416,21.388,-1,-1,-1,-1,-1,Before Launch
69,2025-03-13 23:24:48,80.775,-0.592,21.393,-1,-1,-1,-1,-1,Before Launch
70,2025-03-13 23:24:50,82.256,-0.28,21.388,-1,-1,-1,-1,-1,Before Launch
71,2025-03-13 23:24:51,83.337,-0.323,21.383,-1,-1,-1,-1,-1,Before Launch
72,2025-03-13 23:24:52,84.418,-0.202,21.388,-1,-1,-1,-1,-1,Before Launch
73,2025-03-13 23:24:53,85.499,-0.472,21.393,-1,-1,-1,-1,-1,Before Launch
74,2025-03-13 23:24:54,86.579,-0.222,21.393,-1,-1,-1,-1,-1,Before Launch
75,2025-03-13 23:24:55,88.061,-0.347,21.386,-1,-1,-1,-1,-1,Before Launch
76,2025-03-13 23:24:56,89.142,-0.305,21.388,-1,-1,-1,-1,-1,Before Launch
77,2025-03-13 23:24:58,90.223,-0.472,21.383,-1,-1,-1,-1,-1,Before Launch
78,2025-03-13 23:24:59,91.303,-0.555,21.393,-1,-1,-1,-1,-1,Before Launch
79,2025-03-13 23:25:00,92.384,-0.319,21.391,-1,-1,-1,-1,-1,Before Launch
80,2025-03-13 23:25:01,93.865,-0.236,21.391,-1,-1,-1,-1,-1,Before Launch
81,2025-03-13 23:25:02,94.946,-0.299,21.388,-1,-1,-1,-1,-1,Before Launch
82,2025-03-13 23:25:03,96.027,-0.342,21.383,-1,-1,-1,-1,-1,Before Launch
83,2025-03-13 23:25:04,97.108,-0.573,21.391,-1,-1,-1,-1,-1,Before Launch
84,2025-03-13 23:25:06,98.189,-0.512,21.398,-1,-1,-1,-1,-1,Before Launch
85,2025-03-13 23:25:07,99.67,-0.378,21.391,-1,-1,-1,-1,-1,Before Launch
86,2025-03-13 23:25:08,100.751,-0.583,21.403,-1,-1,-1,-1,-1,Before Launch
87,2025-03-13 23:25:09,101.832,-0.356,21.391,-1,-1,-1,-1,-1,Before Launch
88,2025-03-13 23:25:10,102.913,-0.458,21.388,-1,-1,-1,-1,-1,Before Launch
89,2025-03-13 23:25:11,103.994,-0.17,21.391,-1,-1,-1,-1,-1,Before Launch
90,2025-03-13 23:25:13,105.475,-0.416,21.398,-1,-1,-1,-1,-1,Before Launch
91,2025-03-13 23:25:14,106.556,-0.578,21.396,-1,-1,-1,-1,-1,Before Launch
92,2025-03-13 23:25:15,107.637,-0.458,21.398,-1,-1,-1,-1,-1,Before Launch
93,2025-03-13 23:25:16,108.717,-0.493,21.398,-1,-1,-1,-1,-1,Before Launch
94,2025-03-13 23:25:17,109.798,-0.216,21.403,-1,-1,-1,-1,-1,Before Launch
95,2025-03-13 23:25:19,111.279,-0.726,21.398,-1,-1,-1,-1,-1,Before Launch
96,2025-03-13 23:25:20,112.36,-0.493,21.403,-1,-1,-1,-1,-1,Before Launch
97,2025-03-13 23:25:21,113.441,-0.657,21.406,-1,-1,-1,-1,-1,Before Launch
98,2025-03-13 23:25:22,114.522,-0.429,21.406,-1,-1,-1,-1,-1,Before Launch
99,2025-03-13 23:25:23,115.603,-0.48,21.406,-1,-1,-1,-1,-1,Before Launch
100,2025-03-13 23:25:24,117.084,-0.485,21.406,-1,-1,-1,-1,-1,Before Launch
101,2025-03-13 23:25:25,118.165,-0.472,21.401,-1,-1,-1,-1,-1,Before Launch
102,2025-03-13 23:25:27,119.245,-0.457,21.403,-1,-1,-1,-1,-1,Before Launch
103,2025-03-13 23:25:28,120.326,-0.6,21.401,-1,-1,-1,-1,-1,Before Launch
104,2025-03-13 23:25:29,121.407,-0.36,21.401,-1,-1,-1,-1,-1,Before Launch
105,2025-03-13 23:25:30,122.888,-0.943,21.401,-1,-1,-1,-1,-1,Before Launch
106,2025-03-13 23:25:31,123.969,-0.425,21.403,-1,-1,-1,-1,-1,Before Launch
107,2025-03-13 23:25:32,125.05,-0.522,21.398,-1,-1,-1,-1,-1,Before Launch
108,2025-03-13 23:25:33,126.131,-0.595,21.403,-1,-1,-1,-1,-1,Before Launch
109,2025-03-13 23:25:35,127.212,-0.605,21.403,-1,-1,-1,-1,-1,Before Launch
110,2025-03-13 23:25:36,128.693,-0.369,21.411,-1,-1,-1,-1,-1,Before Launch
111,2025-03-13 23:25:37,129.774,-0.628,21.408,-1,-1,-1,-1,-1,Before Launch
112,2025-03-13 23:25:38,130.855,-0.452,21.398,-1,-1,-1,-1,-1,Before Launch
113,2025-03-13 23:25:39,131.935,-0.444,21.406,-1,-1,-1,-1,-1,Before Launch
114,2025-03-13 23:25:40,133.016,-0.527,21.401,-1,-1,-1,-1,-1,Before Launch
115,2025-03-13 23:25:42,134.497,-0.424,21.396,-1,-1,-1,-1,-1,Before Launch
116,2025-03-13 23:25:43,135.578,-0.637,21.401,-1,-1,-1,-1,-1,Before Launch
117,2025-03-13 23:25:44,136.659,-0.508,21.401,-1,-1,-1,-1,-1,Before Launch
118,2025-03-13 23:25:45,137.74,-0.554,21.401,-1,-1,-1,-1,-1,Before Launch
119,2025-03-13 23:25:46,138.821,-0.438,21.408,-1,-1,-1,-1,-1,Before Launch
120,2025-03-13 23:25:48,140.302,-0.3,21.393,-1,-1,-1,-1,-1,Before Launch
121,2025-03-13 23:25:49,141.383,-0.693,21.391,-1,-1,-1,-1,-1,Before Launch
122,2025-03-13 23:25:50,142.463,-0.563,21.388,-1,-1,-1,-1,-1,Before Launch
123,2025-03-13 23:25:51,143.544,-0.527,21.393,-1,-1,-1,-1,-1,Before Launch
124,2025-03-13 23:25:52,144.625,-0.387,21.391,-1,-1,-1,-1,-1,Before Launch
125,2025-03-13 23:25:53,146.106,-0.479,21.393,-1,-1,-1,-1,-1,Before Launch
126,2025-03-13 23:25:55,147.187,-0.632,21.388,-1,-1,-1,-1,-1,Before Launch
127,2025-03-13 23:25:56,148.268,-0.73,21.396,-1,-1,-1,-1,-1,Before Launch
128,2025-03-13 23:25:57,149.349,-0.652,21.391,-1,-1,-1,-1,-1,Before Launch
129,2025-03-13 23:25:58,150.429,-0.707,21.391,-1,-1,-1,-1,-1,Before Launch
130,2025-03-13 23:25:59,151.91,-0.549,21.396,-1,-1,-1,-1,-1,Before Launch
131,2025-03-13 23:26:00,152.992,-0.479,21.393,-1,-1,-1,-1,-1,Before Launch
132,2025-03-13 23:26:01,154.073,-0.777,21.396,-1,-1,-1,-1,-1,Before Launch
133,2025-03-13 23:26:02,155.154,-0.498,21.391,-1,-1,-1,-1,-1,Before Launch
134,2025-03-13 23:26:04,156.235,-0.494,21.396,-1,-1,-1,-1,-1,Before Launch
135,2025-03-13 23:26:05,157.716,-0.564,21.383,-1,-1,-1,-1,-1,Before Launch
136,2025-03-13 23:26:06,158.797,-0.397,21.386,-1,-1,-1,-1,-1,Before Launch
137,2025-03-13 23:26:07,159.877,-0.494,21.376,-1,-1,-1,-1,-1,Before Launch
138,2025-03-13 23:26:08,160.958,-0.568,21.386,-1,-1,-1,-1,-1,Before Launch
139,2025-03-13 23:26:09,162.039,-0.693,21.386,-1,-1,-1,-1,-1,Before Launch
140,2025-03-13 23:26:11,163.52,-0.577,21.391,-1,-1,-1,-1,-1,Before Launch
141,2025-03-13 23:26:12,164.601,-0.786,21.386,-1,-1,-1,-1,-1,Before Launch
142,2025-03-13 23:26:13,165.682,-0.804,21.386,-1,-1,-1,-1,-1,Before Launch
143,2025-03-13 23:26:14,166.763,-0.48,21.398,-1,-1,-1,-1,-1,Before Launch
144,2025-03-13 23:26:15,167.844,-0.84,21.398,-1,-1,-1,-1,-1,Before Launch
145,2025-03-13 23:26:17,169.325,-0.633,21.396,-1,-1,-1,-1,-1,Before Launch
146,2025-03-13 23:26:18,170.405,-0.541,21.391,-1,-1,-1,-1,-1,Before Launch
147,2025-03-13 23:26:19,171.486,-0.693,21.393,-1,-1,-1,-1,-1,Before Launch
148,2025-03-13 23:26:20,172.567,-0.564,21.396,-1,-1,-1,-1,-1,Before Launch
149,2025-03-13 23:26:21,173.648,-0.618,21.388,-1,-1,-1,-1,-1,Before Launch
150,2025-03-13 23:26:22,175.129,-0.587,21.391,-1,-1,-1,-1,-1,Before Launch
151,2025-03-13 23:26:24,176.21,-0.415,21.386,-1,-1,-1,-1,-1,Before Launch
152,2025-03-13 23:26:25,177.291,-0.563,21.386,-1,-1,-1,-1,-1,Before Launch
